Train Number,Date,Distance,Weather,FestivalImpact,TimeOfDay,DelayMinutes
12301,2024-10-09,1438,Fog,FestivalDay,Morning,94
12301,2024-10-10,1438,Rain,FestivalDay,Day,76
12301,2024-10-11,1438,Fog,FestivalEve,Morning,85
12301,2024-10-12,1438,Fog,FestivalEve,Morning,93
12301,2024-10-13,1438,Clear,None,Day,44
12301,2024-10-14,1438,Fog,FestivalDay,Morning,86
12301,2024-10-15,1438,Rain,None,Night,63
12301,2024-10-16,1438,Clear,FestivalDay,Evening,79
12301,2024-10-17,1438,Fog,FestivalDay,Night,96
12301,2024-10-18,1438,Fog,None,Day,76
12301,2024-10-19,1438,Clear,FestivalDay,Day,55
12301,2024-10-20,1438,Storm,None,Day,129
12301,2024-10-21,1438,Rain,FestivalEve,Morning,66
12301,2024-10-22,1438,Storm,None,Morning,56
12301,2024-10-23,1438,Fog,None,Morning,63
12301,2024-10-24,1438,Clear,FestivalDay,Day,46
12301,2024-10-25,1438,Fog,FestivalDay,Morning,68
12301,2024-10-26,1438,Fog,FestivalEve,Evening,83
12301,2024-10-27,1438,Storm,FestivalDay,Day,145
12301,2024-10-28,1438,Fog,None,Night,55
12301,2024-10-29,1438,Rain,FestivalDay,Night,63
12301,2024-10-30,1438,Rain,None,Night,34
12301,2024-10-31,1438,Clear,None,Night,27
12301,2024-11-01,1438,Rain,FestivalEve,Evening,99
12301,2024-11-02,1438,Fog,None,Night,54
12301,2024-11-03,1438,Clear,FestivalEve,Day,57
12301,2024-11-04,1438,Storm,FestivalDay,Evening,120
12301,2024-11-05,1438,Storm,FestivalDay,Morning,141
12301,2024-11-06,1438,Fog,FestivalDay,Day,96
12301,2024-11-07,1438,Fog,None,Evening,82
12301,2024-11-08,1438,Clear,FestivalEve,Night,58
12301,2024-11-09,1438,Rain,FestivalDay,Night,72
12301,2024-11-10,1438,Rain,None,Day,44
12301,2024-11-11,1438,Rain,None,Night,38
12301,2024-11-12,1438,Rain,FestivalEve,Day,86
12301,2024-11-13,1438,Clear,FestivalDay,Day,54
12301,2024-11-14,1438,Rain,FestivalEve,Evening,106
12301,2024-11-15,1438,Clear,FestivalDay,Morning,47
12301,2024-11-16,1438,Storm,None,Day,72
12301,2024-11-17,1438,Storm,None,Night,109
12301,2024-11-18,1438,Rain,None,Morning,33
12301,2024-11-19,1438,Clear,FestivalEve,Evening,61
12301,2024-11-20,1438,Fog,FestivalEve,Night,84
12301,2024-11-21,1438,Storm,FestivalEve,Day,153
12301,2024-11-22,1438,Fog,FestivalDay,Day,82
12301,2024-11-23,1438,Storm,FestivalDay,Night,128
12301,2024-11-24,1438,Clear,FestivalDay,Morning,47
12301,2024-11-25,1438,Clear,None,Evening,42
12301,2024-11-26,1438,Storm,FestivalEve,Night,163
12301,2024-11-27,1438,Clear,FestivalDay,Night,34
12301,2024-11-28,1438,Storm,FestivalEve,Night,129
12301,2024-11-29,1438,Clear,FestivalEve,Day,65
12301,2024-11-30,1438,Clear,None,Morning,33
12301,2024-12-01,1438,Fog,FestivalDay,Evening,96
12301,2024-12-02,1438,Rain,FestivalEve,Night,70
12301,2024-12-03,1438,Fog,FestivalEve,Evening,114
12301,2024-12-04,1438,Fog,FestivalEve,Day,116
12301,2024-12-05,1438,Clear,None,Evening,52
12301,2024-12-06,1438,Fog,None,Evening,79
12301,2024-12-07,1438,Clear,FestivalDay,Evening,52
12301,2024-12-08,1438,Clear,FestivalDay,Evening,76
12301,2024-12-09,1438,Rain,FestivalEve,Night,80
12301,2024-12-10,1438,Rain,FestivalDay,Day,84
12301,2024-12-11,1438,Rain,None,Day,51
12301,2024-12-12,1438,Rain,None,Night,57
12301,2024-12-13,1438,Clear,FestivalDay,Night,35
12301,2024-12-14,1438,Clear,FestivalDay,Day,45
12301,2024-12-15,1438,Fog,FestivalDay,Morning,107
12301,2024-12-16,1438,Clear,None,Evening,49
12301,2024-12-17,1438,Storm,None,Evening,130
12301,2024-12-18,1438,Storm,FestivalEve,Morning,122
12301,2024-12-19,1438,Clear,None,Day,32
12301,2024-12-20,1438,Rain,FestivalEve,Day,80
12301,2024-12-21,1438,Rain,FestivalEve,Evening,103
12301,2024-12-22,1438,Storm,None,Day,113
12301,2024-12-23,1438,Rain,FestivalDay,Night,69
12301,2024-12-24,1438,Rain,None,Evening,39
12301,2024-12-25,1438,Clear,None,Morning,24
12301,2024-12-26,1438,Storm,None,Evening,111
12301,2024-12-27,1438,Fog,None,Morning,75
12301,2024-12-28,1438,Fog,FestivalDay,Night,76
12301,2024-12-29,1438,Clear,None,Evening,52
12301,2024-12-30,1438,Fog,FestivalDay,Night,75
12301,2024-12-31,1438,Storm,FestivalDay,Day,110
12305,2024-01-01,1516,Clear,FestivalEve,Morning,84
12305,2024-01-02,1516,Clear,FestivalDay,Night,81
12305,2024-01-03,1516,Fog,FestivalDay,Evening,115
12305,2024-01-04,1516,Fog,FestivalEve,Evening,134
12305,2024-01-05,1516,Rain,FestivalDay,Morning,59
12305,2024-01-06,1516,Clear,None,Evening,48
12305,2024-01-07,1516,Rain,None,Night,66
12305,2024-01-08,1516,Rain,FestivalEve,Night,105
12305,2024-01-09,1516,Clear,FestivalEve,Evening,93
12305,2024-01-10,1516,Fog,FestivalDay,Day,103
12305,2024-01-11,1516,Clear,FestivalEve,Morning,67
12305,2024-01-12,1516,Storm,FestivalEve,Day,127
12305,2024-01-13,1516,Fog,None,Morning,90
12305,2024-01-14,1516,Fog,None,Night,76
12305,2024-01-15,1516,Rain,None,Day,53
12305,2024-01-16,1516,Storm,FestivalEve,Morning,146
12305,2024-01-17,1516,Fog,FestivalEve,Evening,134
12305,2024-01-18,1516,Clear,None,Day,37
12305,2024-01-19,1516,Fog,FestivalDay,Night,80
12305,2024-01-20,1516,Storm,None,Evening,135
12305,2024-01-21,1516,Fog,None,Morning,59
12305,2024-01-22,1516,Storm,None,Night,103
12305,2024-01-23,1516,Storm,FestivalEve,Morning,120
12305,2024-01-24,1516,Storm,FestivalDay,Evening,131
12305,2024-01-25,1516,Storm,FestivalDay,Night,124
12305,2024-01-26,1516,Clear,FestivalEve,Night,59
12305,2024-01-27,1516,Storm,FestivalDay,Morning,144
12305,2024-01-28,1516,Storm,None,Day,116
12305,2024-01-29,1516,Rain,FestivalEve,Night,84
12305,2024-01-30,1516,Clear,FestivalDay,Morning,68
12305,2024-01-31,1516,Clear,FestivalEve,Morning,61
12305,2024-02-01,1516,Storm,FestivalDay,Day,127
12305,2024-02-02,1516,Storm,None,Night,138
12305,2024-02-03,1516,Rain,FestivalEve,Morning,89
12305,2024-02-04,1516,Rain,FestivalEve,Day,76
12305,2024-02-05,1516,Rain,FestivalEve,Day,97
12305,2024-02-06,1516,Rain,FestivalDay,Day,95
12305,2024-02-07,1516,Rain,FestivalEve,Evening,98
12305,2024-02-08,1516,Clear,None,Day,55
12305,2024-02-09,1516,Storm,FestivalEve,Evening,156
12305,2024-02-10,1516,Fog,None,Morning,98
12305,2024-02-11,1516,Clear,FestivalEve,Morning,76
12305,2024-02-12,1516,Storm,FestivalDay,Morning,166
12305,2024-02-13,1516,Clear,FestivalEve,Day,75
12305,2024-02-14,1516,Fog,None,Evening,68
12305,2024-02-15,1516,Rain,FestivalEve,Night,76
12305,2024-02-16,1516,Fog,FestivalEve,Evening,130
12305,2024-02-17,1516,Clear,FestivalDay,Night,56
12305,2024-02-18,1516,Storm,FestivalDay,Night,129
12305,2024-02-19,1516,Clear,None,Night,35
12305,2024-02-20,1516,Fog,FestivalDay,Morning,105
12305,2024-02-21,1516,Rain,None,Morning,73
12305,2024-02-22,1516,Clear,FestivalEve,Morning,94
12305,2024-02-23,1516,Rain,FestivalDay,Day,103
12305,2024-02-24,1516,Rain,None,Night,68
12305,2024-02-25,1516,Clear,None,Evening,68
12305,2024-02-26,1516,Fog,FestivalEve,Evening,137
12305,2024-02-27,1516,Fog,FestivalEve,Evening,139
12305,2024-02-28,1516,Storm,None,Evening,124
12305,2024-02-29,1516,Clear,FestivalEve,Day,72
12305,2024-03-01,1516,Storm,FestivalDay,Morning,115
12305,2024-03-02,1516,Fog,None,Evening,100
12305,2024-03-03,1516,Rain,FestivalEve,Day,96
12305,2024-03-04,1516,Rain,FestivalDay,Night,57
12305,2024-03-05,1516,Rain,FestivalDay,Night,67
12305,2024-03-06,1516,Rain,FestivalDay,Morning,99
12305,2024-03-07,1516,Rain,FestivalDay,Morning,94
12305,2024-03-08,1516,Clear,None,Day,42
12305,2024-03-09,1516,Storm,FestivalEve,Evening,124
12305,2024-03-10,1516,Clear,FestivalDay,Morning,57
12305,2024-03-11,1516,Storm,FestivalDay,Morning,122
12305,2024-03-12,1516,Fog,FestivalDay,Day,105
12305,2024-03-13,1516,Rain,FestivalDay,Night,86
12305,2024-03-14,1516,Clear,None,Day,63
12305,2024-03-15,1516,Storm,FestivalEve,Morning,113
12305,2024-03-16,1516,Rain,None,Day,47
12305,2024-03-17,1516,Storm,None,Night,107
12305,2024-03-18,1516,Storm,None,Day,124
12305,2024-03-19,1516,Fog,None,Day,77
12305,2024-03-20,1516,Clear,FestivalEve,Day,88
12305,2024-03-21,1516,Clear,FestivalEve,Morning,65
12305,2024-03-22,1516,Fog,FestivalEve,Morning,93
12305,2024-03-23,1516,Storm,FestivalDay,Night,118
12305,2024-03-24,1516,Storm,FestivalDay,Morning,123
12305,2024-03-25,1516,Fog,FestivalEve,Evening,139
12305,2024-03-26,1516,Clear,FestivalEve,Night,91
12305,2024-03-27,1516,Storm,FestivalDay,Morning,149
12305,2024-03-28,1516,Clear,None,Morning,47
12305,2024-03-29,1516,Rain,FestivalDay,Night,85
12305,2024-03-30,1516,Rain,FestivalEve,Night,101
12305,2024-03-31,1516,Rain,FestivalDay,Evening,85
12305,2024-04-01,1516,Rain,None,Evening,86
12305,2024-04-02,1516,Storm,None,Morning,116
12305,2024-04-03,1516,Clear,FestivalEve,Day,96
12305,2024-04-04,1516,Rain,None,Evening,74
12305,2024-04-05,1516,Rain,FestivalEve,Evening,114
12305,2024-04-06,1516,Rain,FestivalDay,Night,72
12305,2024-04-07,1516,Rain,FestivalDay,Morning,93
12305,2024-04-08,1516,Rain,FestivalEve,Day,109
12305,2024-04-09,1516,Fog,FestivalEve,Day,136
12305,2024-04-10,1516,Rain,FestivalEve,Evening,102
12305,2024-04-11,1516,Storm,FestivalDay,Morning,94
12305,2024-04-12,1516,Fog,None,Day,84
12305,2024-04-13,1516,Storm,None,Day,111
12305,2024-04-14,1516,Storm,None,Evening,91
12305,2024-04-15,1516,Rain,FestivalDay,Night,93
12305,2024-04-16,1516,Storm,FestivalEve,Morning,151
12305,2024-04-17,1516,Storm,FestivalEve,Day,148
12305,2024-04-18,1516,Fog,None,Evening,62
12305,2024-04-19,1516,Clear,FestivalEve,Morning,54
12305,2024-04-20,1516,Clear,FestivalEve,Morning,77
12305,2024-04-21,1516,Storm,None,Morning,121
12305,2024-04-22,1516,Storm,FestivalDay,Night,98
12305,2024-04-23,1516,Storm,FestivalEve,Day,144
12305,2024-04-24,1516,Storm,FestivalEve,Day,143
12305,2024-04-25,1516,Storm,FestivalDay,Evening,137
12305,2024-04-26,1516,Storm,FestivalEve,Night,158
12305,2024-04-27,1516,Fog,FestivalEve,Night,103
12305,2024-04-28,1516,Rain,None,Day,67
12305,2024-04-29,1516,Rain,FestivalDay,Day,87
12305,2024-04-30,1516,Rain,FestivalEve,Night,91
12305,2024-05-01,1516,Clear,FestivalEve,Evening,98
12305,2024-05-02,1516,Clear,FestivalDay,Evening,70
12305,2024-05-03,1516,Fog,FestivalEve,Morning,125
12305,2024-05-04,1516,Storm,None,Morning,105
12305,2024-05-05,1516,Rain,None,Evening,57
12305,2024-05-06,1516,Fog,FestivalDay,Evening,108
12305,2024-05-07,1516,Clear,FestivalDay,Night,62
12305,2024-05-08,1516,Fog,FestivalDay,Evening,112
12305,2024-05-09,1516,Clear,None,Night,31
12305,2024-05-10,1516,Storm,None,Day,122
12305,2024-05-11,1516,Storm,None,Evening,151
12305,2024-05-12,1516,Fog,FestivalDay,Morning,102
12305,2024-05-13,1516,Rain,None,Morning,56
12305,2024-05-14,1516,Clear,FestivalEve,Evening,94
12305,2024-05-15,1516,Fog,FestivalEve,Evening,99
12305,2024-05-16,1516,Fog,FestivalDay,Evening,108
12305,2024-05-17,1516,Fog,None,Morning,64
12305,2024-05-18,1516,Clear,FestivalEve,Morning,92
12305,2024-05-19,1516,Rain,FestivalEve,Morning,93
12305,2024-05-20,1516,Rain,FestivalEve,Day,108
12305,2024-05-21,1516,Storm,FestivalDay,Night,132
12305,2024-05-22,1516,Rain,FestivalDay,Morning,95
12305,2024-05-23,1516,Rain,FestivalDay,Night,75
12305,2024-05-24,1516,Rain,None,Evening,56
12305,2024-05-25,1516,Storm,FestivalDay,Morning,101
12305,2024-05-26,1516,Storm,FestivalDay,Morning,158
12305,2024-05-27,1516,Clear,None,Evening,74
12305,2024-05-28,1516,Clear,FestivalDay,Evening,81
12305,2024-05-29,1516,Clear,None,Evening,49
12305,2024-05-30,1516,Storm,None,Night,82
12305,2024-05-31,1516,Storm,None,Evening,107
12305,2024-06-01,1516,Storm,FestivalDay,Day,160
12305,2024-06-02,1516,Fog,FestivalDay,Day,84
12305,2024-06-03,1516,Clear,None,Morning,29
12305,2024-06-04,1516,Storm,FestivalDay,Evening,146
12305,2024-06-05,1516,Rain,FestivalDay,Morning,84
12305,2024-06-06,1516,Rain,FestivalDay,Morning,95
12305,2024-06-07,1516,Storm,FestivalDay,Evening,130
12305,2024-06-08,1516,Clear,None,Day,66
12305,2024-06-09,1516,Rain,FestivalDay,Evening,68
12305,2024-06-10,1516,Rain,None,Night,47
12305,2024-06-11,1516,Clear,None,Night,40
12305,2024-06-12,1516,Fog,None,Evening,96
12305,2024-06-13,1516,Clear,None,Evening,62
12305,2024-06-14,1516,Storm,FestivalDay,Night,118
12305,2024-06-15,1516,Storm,FestivalDay,Night,117
12305,2024-06-16,1516,Fog,FestivalEve,Evening,129
12305,2024-06-17,1516,Storm,FestivalDay,Morning,140
12305,2024-06-18,1516,Rain,FestivalEve,Day,115
12305,2024-06-19,1516,Storm,FestivalEve,Morning,170
12305,2024-06-20,1516,Storm,FestivalDay,Morning,112
12305,2024-06-21,1516,Rain,None,Day,58
12305,2024-06-22,1516,Fog,FestivalEve,Morning,106
12305,2024-06-23,1516,Fog,FestivalEve,Evening,122
12305,2024-06-24,1516,Clear,FestivalEve,Night,67
12305,2024-06-25,1516,Clear,FestivalEve,Morning,82
12305,2024-06-26,1516,Rain,FestivalEve,Morning,111
12305,2024-06-27,1516,Rain,FestivalEve,Evening,120
12305,2024-06-28,1516,Storm,FestivalDay,Morning,124
12305,2024-06-29,1516,Storm,None,Evening,89
12305,2024-06-30,1516,Storm,FestivalEve,Morning,173
12305,2024-07-01,1516,Storm,FestivalEve,Day,167
12305,2024-07-02,1516,Storm,None,Night,139
12305,2024-07-03,1516,Storm,None,Day,85
12305,2024-07-04,1516,Fog,FestivalEve,Night,123
12305,2024-07-05,1516,Clear,FestivalDay,Morning,82
12305,2024-07-06,1516,Clear,FestivalDay,Morning,76
12305,2024-07-07,1516,Clear,FestivalEve,Evening,108
12305,2024-07-08,1516,Clear,FestivalEve,Night,84
12305,2024-07-09,1516,Clear,None,Day,40
12305,2024-07-10,1516,Clear,None,Morning,28
12305,2024-07-11,1516,Storm,None,Morning,87
12305,2024-07-12,1516,Fog,FestivalEve,Morning,84
12305,2024-07-13,1516,Rain,FestivalDay,Morning,85
12305,2024-07-14,1516,Storm,None,Evening,150
12305,2024-07-15,1516,Clear,FestivalEve,Night,72
12305,2024-07-16,1516,Rain,FestivalEve,Morning,97
12305,2024-07-17,1516,Rain,None,Morning,64
12305,2024-07-18,1516,Storm,FestivalEve,Morning,134
12305,2024-07-19,1516,Storm,None,Evening,124
12305,2024-07-20,1516,Clear,FestivalDay,Night,64
12305,2024-07-21,1516,Fog,FestivalDay,Evening,101
12305,2024-07-22,1516,Clear,FestivalEve,Day,84
12305,2024-07-23,1516,Rain,FestivalEve,Morning,66
12305,2024-07-24,1516,Fog,None,Day,90
12305,2024-07-25,1516,Storm,FestivalEve,Morning,122
12305,2024-07-26,1516,Fog,FestivalEve,Evening,124
12305,2024-07-27,1516,Rain,FestivalEve,Morning,108
12305,2024-07-28,1516,Rain,None,Night,68
12305,2024-07-29,1516,Storm,FestivalDay,Morning,117
12305,2024-07-30,1516,Fog,None,Morning,56
12305,2024-07-31,1516,Storm,FestivalDay,Morning,130
12305,2024-08-01,1516,Storm,FestivalEve,Morning,178
12305,2024-08-02,1516,Storm,FestivalDay,Night,152
12305,2024-08-03,1516,Rain,FestivalEve,Evening,111
12305,2024-08-04,1516,Fog,None,Day,97
12305,2024-08-05,1516,Fog,FestivalDay,Morning,103
12305,2024-08-06,1516,Fog,FestivalDay,Morning,104
12305,2024-08-07,1516,Clear,None,Night,43
12305,2024-08-08,1516,Fog,FestivalDay,Night,101
12305,2024-08-09,1516,Rain,FestivalDay,Night,73
12305,2024-08-10,1516,Storm,None,Night,128
12305,2024-08-11,1516,Storm,FestivalEve,Morning,158
12305,2024-08-12,1516,Storm,None,Night,122
12305,2024-08-13,1516,Rain,FestivalEve,Day,92
12305,2024-08-14,1516,Storm,None,Night,104
12305,2024-08-15,1516,Clear,FestivalEve,Morning,82
12305,2024-08-16,1516,Clear,FestivalDay,Night,62
12305,2024-08-17,1516,Storm,None,Morning,115
12305,2024-08-18,1516,Clear,FestivalDay,Morning,49
12305,2024-08-19,1516,Clear,None,Day,54
12305,2024-08-20,1516,Rain,FestivalDay,Evening,100
12305,2024-08-21,1516,Clear,None,Morning,32
12305,2024-08-22,1516,Clear,FestivalEve,Day,73
12305,2024-08-23,1516,Clear,None,Evening,60
12305,2024-08-24,1516,Storm,FestivalDay,Morning,134
12305,2024-08-25,1516,Fog,None,Day,88
12305,2024-08-26,1516,Storm,None,Day,89
12305,2024-08-27,1516,Storm,FestivalEve,Evening,165
12305,2024-08-28,1516,Fog,FestivalEve,Evening,118
12305,2024-08-29,1516,Storm,None,Morning,92
12305,2024-08-30,1516,Storm,FestivalDay,Day,169
12305,2024-08-31,1516,Clear,None,Morning,40
12305,2024-09-01,1516,Storm,FestivalDay,Evening,140
12305,2024-09-02,1516,Storm,FestivalDay,Evening,129
12305,2024-09-03,1516,Clear,None,Night,40
12305,2024-09-04,1516,Fog,FestivalDay,Night,90
12305,2024-09-05,1516,Clear,None,Morning,39
12305,2024-09-06,1516,Rain,FestivalDay,Morning,76
12305,2024-09-07,1516,Rain,FestivalDay,Evening,83
12305,2024-09-08,1516,Clear,FestivalDay,Evening,87
12305,2024-09-09,1516,Rain,FestivalEve,Night,77
12305,2024-09-10,1516,Storm,None,Evening,136
12305,2024-09-11,1516,Storm,None,Night,91
12305,2024-09-12,1516,Fog,FestivalEve,Evening,112
12305,2024-09-13,1516,Rain,FestivalEve,Evening,112
12305,2024-09-14,1516,Storm,None,Morning,122
12305,2024-09-15,1516,Clear,FestivalEve,Day,99
12305,2024-09-16,1516,Rain,FestivalEve,Night,73
12305,2024-09-17,1516,Fog,FestivalEve,Morning,99
12305,2024-09-18,1516,Storm,FestivalEve,Evening,136
12305,2024-09-19,1516,Clear,FestivalDay,Day,61
12305,2024-09-20,1516,Rain,None,Evening,66
12305,2024-09-21,1516,Rain,None,Day,76
12305,2024-09-22,1516,Rain,None,Evening,59
12305,2024-09-23,1516,Rain,FestivalDay,Night,75
12305,2024-09-24,1516,Storm,None,Evening,130
12305,2024-09-25,1516,Fog,None,Morning,92
12305,2024-09-26,1516,Storm,None,Morning,120
12305,2024-09-27,1516,Clear,FestivalDay,Morning,82
12305,2024-09-28,1516,Clear,FestivalEve,Night,88
12305,2024-09-29,1516,Rain,None,Night,61
12305,2024-09-30,1516,Storm,FestivalEve,Day,149
12305,2024-10-01,1516,Fog,FestivalEve,Morning,98
12305,2024-10-02,1516,Rain,None,Day,66
12305,2024-10-03,1516,Fog,FestivalEve,Evening,115
12305,2024-10-04,1516,Rain,None,Morning,44
12305,2024-10-05,1516,Rain,None,Day,59
12305,2024-10-06,1516,Storm,None,Night,120
12305,2024-10-07,1516,Fog,None,Day,91
12305,2024-10-08,1516,Rain,FestivalDay,Morning,76
12305,2024-10-09,1516,Storm,None,Morning,117
12305,2024-10-10,1516,Fog,None,Night,54
12305,2024-10-11,1516,Rain,FestivalDay,Evening,104
12305,2024-10-12,1516,Clear,FestivalDay,Day,58
12305,2024-10-13,1516,Clear,FestivalDay,Evening,73
12305,2024-10-14,1516,Clear,FestivalEve,Day,75
12305,2024-10-15,1516,Storm,None,Night,96
12305,2024-10-16,1516,Storm,FestivalDay,Morning,142
12305,2024-10-17,1516,Storm,FestivalDay,Night,98
12305,2024-10-18,1516,Fog,None,Evening,67
12305,2024-10-19,1516,Clear,FestivalEve,Night,75
12305,2024-10-20,1516,Storm,FestivalDay,Night,121
12305,2024-10-21,1516,Clear,FestivalDay,Evening,84
12305,2024-10-22,1516,Clear,FestivalDay,Night,69
12305,2024-10-23,1516,Storm,FestivalEve,Morning,159
12305,2024-10-24,1516,Rain,None,Night,69
12305,2024-10-25,1516,Fog,None,Night,70
12305,2024-10-26,1516,Storm,FestivalDay,Evening,119
12305,2024-10-27,1516,Clear,FestivalDay,Morning,76
12305,2024-10-28,1516,Clear,FestivalDay,Night,79
12305,2024-10-29,1516,Fog,FestivalEve,Day,99
12305,2024-10-30,1516,Rain,FestivalEve,Evening,137
12305,2024-10-31,1516,Clear,FestivalEve,Day,65
12305,2024-11-01,1516,Clear,None,Evening,56
12305,2024-11-02,1516,Storm,None,Night,73
12305,2024-11-03,1516,Fog,FestivalEve,Morning,128
12305,2024-11-04,1516,Storm,FestivalDay,Day,149
12305,2024-11-05,1516,Fog,FestivalEve,Morning,118
12305,2024-11-06,1516,Clear,FestivalDay,Evening,73
12305,2024-11-07,1516,Rain,FestivalDay,Night,83
12305,2024-11-08,1516,Rain,FestivalEve,Evening,82
12305,2024-11-09,1516,Fog,FestivalDay,Night,87
12305,2024-11-10,1516,Storm,FestivalDay,Evening,134
12305,2024-11-11,1516,Clear,None,Morning,49
12305,2024-11-12,1516,Rain,None,Night,43
12305,2024-11-13,1516,Storm,FestivalEve,Day,162
12305,2024-11-14,1516,Rain,FestivalEve,Morning,98
12305,2024-11-15,1516,Fog,None,Night,40
12305,2024-11-16,1516,Storm,FestivalDay,Evening,152
12305,2024-11-17,1516,Clear,None,Evening,64
12305,2024-11-18,1516,Storm,None,Night,122
12305,2024-11-19,1516,Fog,FestivalEve,Day,84
12305,2024-11-20,1516,Fog,FestivalEve,Evening,121
12305,2024-11-21,1516,Clear,None,Evening,49
12305,2024-11-22,1516,Rain,None,Night,57
12305,2024-11-23,1516,Fog,FestivalDay,Morning,112
12305,2024-11-24,1516,Rain,FestivalDay,Night,106
12305,2024-11-25,1516,Storm,FestivalEve,Evening,142
12305,2024-11-26,1516,Rain,FestivalDay,Evening,91
12305,2024-11-27,1516,Storm,FestivalDay,Night,125
12305,2024-11-28,1516,Storm,None,Day,120
12305,2024-11-29,1516,Fog,FestivalDay,Morning,112
12305,2024-11-30,1516,Storm,None,Morning,141
12305,2024-12-01,1516,Fog,None,Day,61
12305,2024-12-02,1516,Clear,None,Morning,53
12305,2024-12-03,1516,Rain,FestivalEve,Morning,94
12305,2024-12-04,1516,Storm,None,Morning,131
12305,2024-12-05,1516,Clear,FestivalDay,Night,74
12305,2024-12-06,1516,Fog,FestivalEve,Night,122
12305,2024-12-07,1516,Fog,None,Day,80
12305,2024-12-08,1516,Storm,FestivalDay,Day,113
12305,2024-12-09,1516,Storm,FestivalDay,Morning,146
12305,2024-12-10,1516,Fog,FestivalDay,Night,100
12305,2024-12-11,1516,Storm,FestivalEve,Day,155
12305,2024-12-12,1516,Rain,None,Night,69
12305,2024-12-13,1516,Rain,FestivalEve,Morning,94
12305,2024-12-14,1516,Rain,FestivalDay,Night,94
12305,2024-12-15,1516,Rain,FestivalDay,Evening,116
12305,2024-12-16,1516,Clear,FestivalEve,Night,99
12305,2024-12-17,1516,Fog,FestivalDay,Night,94
12305,2024-12-18,1516,Rain,None,Day,66
12305,2024-12-19,1516,Storm,FestivalEve,Evening,125
12305,2024-12-20,1516,Rain,FestivalDay,Evening,99
12305,2024-12-21,1516,Rain,None,Morning,66
12305,2024-12-22,1516,Storm,FestivalEve,Evening,122
12305,2024-12-23,1516,Fog,FestivalDay,Day,100
12305,2024-12-24,1516,Fog,None,Evening,92
12305,2024-12-25,1516,Storm,FestivalDay,Night,119
12305,2024-12-26,1516,Storm,FestivalEve,Evening,165
12305,2024-12-27,1516,Storm,None,Evening,134
12305,2024-12-28,1516,Clear,FestivalEve,Evening,91
12305,2024-12-29,1516,Rain,FestivalDay,Day,88
12305,2024-12-30,1516,Fog,None,Evening,81
12305,2024-12-31,1516,Fog,None,Morning,59
12306,2024-01-01,1517,Clear,FestivalEve,Morning,65
12306,2024-01-02,1517,Rain,FestivalDay,Evening,92
12306,2024-01-03,1517,Fog,FestivalDay,Day,119
12306,2024-01-04,1517,Clear,FestivalDay,Morning,56
12306,2024-01-05,1517,Storm,FestivalDay,Morning,135
12306,2024-01-06,1517,Clear,FestivalDay,Day,80
12306,2024-01-07,1517,Rain,None,Day,87
12306,2024-01-08,1517,Clear,FestivalDay,Morning,54
12306,2024-01-09,1517,Clear,FestivalEve,Night,81
12306,2024-01-10,1517,Rain,None,Morning,70
12306,2024-01-11,1517,Clear,FestivalDay,Morning,69
12306,2024-01-12,1517,Storm,FestivalDay,Day,116
12306,2024-01-13,1517,Rain,FestivalDay,Morning,100
12306,2024-01-14,1517,Fog,FestivalDay,Day,118
12306,2024-01-15,1517,Storm,FestivalDay,Evening,139
12306,2024-01-16,1517,Storm,None,Night,150
12306,2024-01-17,1517,Rain,FestivalDay,Morning,89
12306,2024-01-18,1517,Fog,FestivalEve,Morning,91
12306,2024-01-19,1517,Fog,FestivalDay,Evening,126
12306,2024-01-20,1517,Rain,FestivalDay,Evening,97
12306,2024-01-21,1517,Storm,None,Day,92
12306,2024-01-22,1517,Fog,FestivalDay,Day,113
12306,2024-01-23,1517,Rain,FestivalEve,Night,86
12306,2024-01-24,1517,Rain,FestivalEve,Day,105
12306,2024-01-25,1517,Storm,FestivalDay,Evening,134
12306,2024-01-26,1517,Rain,FestivalDay,Day,110
12306,2024-01-27,1517,Storm,FestivalDay,Evening,125
12306,2024-01-28,1517,Fog,FestivalEve,Evening,124
12306,2024-01-29,1517,Clear,FestivalDay,Day,95
12306,2024-01-30,1517,Rain,FestivalDay,Night,73
12306,2024-01-31,1517,Fog,FestivalEve,Evening,108
12306,2024-02-01,1517,Rain,FestivalDay,Day,87
12306,2024-02-02,1517,Rain,None,Day,72
12306,2024-02-03,1517,Storm,None,Day,94
12306,2024-02-04,1517,Rain,None,Day,57
12306,2024-02-05,1517,Storm,FestivalEve,Day,162
12306,2024-02-06,1517,Fog,FestivalEve,Morning,123
12306,2024-02-07,1517,Fog,FestivalEve,Night,109
12306,2024-02-08,1517,Storm,FestivalDay,Evening,160
12306,2024-02-09,1517,Clear,FestivalDay,Night,68
12306,2024-02-10,1517,Fog,FestivalDay,Day,98
12306,2024-02-11,1517,Rain,FestivalEve,Morning,110
12306,2024-02-12,1517,Fog,None,Evening,73
12306,2024-02-13,1517,Storm,FestivalDay,Day,167
12306,2024-02-14,1517,Rain,None,Night,76
12306,2024-02-15,1517,Fog,FestivalEve,Morning,111
12306,2024-02-16,1517,Clear,FestivalEve,Evening,72
12306,2024-02-17,1517,Storm,None,Night,82
12306,2024-02-18,1517,Fog,FestivalDay,Morning,111
12306,2024-02-19,1517,Fog,FestivalDay,Day,116
